2000001,8,아이를 낳다,子どもを産む
2000002,8,아가씨,お嬢さん、未婚の義妹
2000003,8,악세사리,アクセサリー
2000004,8,아직,まだ
2000005,8,아줌마,おばさん
2000006,8,아까,さっき
2000007,8,아빠,パパ、お父さん
2000008,8,아니,いや、あれ
2000009,8,앞뒤,前後
2000010,8,아흔,九十、90
2000011,8,아버님,お父様
2000012,8,아마,たぶん（多分）、おそらく
2000013,8,아무,何の
2000014,8,아무것,何
2000015,8,알아듣다,理解する
2000016,8,아르바이트,アルバイト
2000017,8,알리다,知らせる
2000018,8,안경을 쓰다,メガネをかける
2000019,8,안경을 벗다,メガネをはずす
2000020,8,안개를 끼다,霧がかかる
2000021,8,안다,抱く
2000022,8,안녕히,無事に、安らかに
2000023,8,안녕히 주무십시오,おやすみなさい
2000024,8,안녕히 주무셨습니까?,よくお休みになれましたか
2000025,8,안녕히 주무셨어요?,よくお休みになれましたか
2000026,8,이웃,隣、隣の家
2000027,8,얘기하다,話す
2000028,8,예정,予定
2000029,8,예순,六十、60
2000030,8,예쁘다,かわいい、きれい
2000031,8,예문,例文
2000032,8,옛날,昔
2000033,8,이기다,勝つ
2000034,8,이것저것,あれこれ
2000035,8,이사를 오다,引っ越してくる
2000036,8,이사를 가다,引っ越しをする
2000037,8,이상,以上
2000038,8,이상하다,おかしい、変だ
2000039,8,이제,今、もうすぐ、すでに
2000040,8,이전,以前
2000041,8,잃다,なくす
2000042,8,이쪽,こちら、こっち
2000043,8,이틀,二日
2000044,8,이하,以下
2000045,8,입학,入学
2000046,8,이후,以後
2000047,8,입구,入口
2000048,8,이해,理解
2000049,8,이해하다,理解する
2000050,8,이마,額
2000051,8,이메일을 보내다,Eメールを送る
2000052,8,이모부,母の姉妹の夫
2000053,8,이야기를 나누다,話を交わす
2000054,8,이유,理由
2000055,8,이용,利用
2000056,8,이라,～なので、～だから (=라)
2000057,8,일찍,早く
2000058,8,이름을 짓다,名前をつける
2000059,8,일을 시키다,仕事をさせる
2000060,8,일흔,七十、70
2000061,8,이렇게,こんなに、このように
2000062,8,일어서다,立ち上がる
2000063,8,잃어버리다,無くしてしまう
2000064,8,이런,このような
2000065,8,인,～人
2000066,8,인기,人気
2000067,8,인기가 있다,人気がある
2000068,8,인기스타,人気スター
2000069,8,인사,挨拶
2000070,8,인사하다,挨拶する
2000071,8,인상이 좋다,印象がよい
2000072,8,인터넷,インターネット
2000073,8,의견,意見
2000074,8,의미,意味
2000075,8,외우다,覚える
2000076,8,외국인,外国人
2000077,8,외국어,外国語
2000078,8,외삼촌,母の兄弟、おじ
2000079,8,외숙모,母の兄弟の妻、おば
2000080,8,외할머니,母方の祖母、外祖母
2000081,8,왼쪽,左側
2000082,8,우산을 쓰다,傘をさす
2000083,8,우선,まず
2000084,8,음악회,音楽会
2000085,8,음악가,音楽家
2000086,8,음식을 시키다,食べ物を注文する
2000087,8,음식을 만들다,料理をする
2000088,8,음료수,飲み物
2000089,8,음반,CD、音盤
2000090,8,응,うん
2000091,8,애,子供
2000092,8,어울리다,似合う
2000093,8,어저께,昨日
2000094,8,옷을 입다,服を着る
2000095,8,옷을 벗다,服を脱ぐ
2000096,8,어서,どうぞ、さあ
2000097,8,옳다,正しい
2000098,8,옷가게,服屋、衣服店、洋服店
2000099,8,어깨,肩
2000100,8,얻다,得る
2000101,9,어때요,どうですか
2000102,9,어떻게,どのように
2000103,9,어떻다,どうだ
2000104,9,어둡다,暗い
2000105,9,엄마,ママ、お母さん
2000106,9,어머님,お母様
2000107,9,어리다,幼い、若い
2000108,9,어린이,子供、児童
2000109,9,얼굴을 씻다,顔を洗う
2000110,9,오르다,上がる、登る
2000111,9,얼마나,どれくらい、どれほど
2000112,9,올라오다,上がってくる
2000113,9,올라가다,上がる
2000114,9,올리다,上げる、載せる
2000115,9,어른,大人
2000116,9,오른쪽,右側
2000117,9,오래간만,久しぶり
2000118,9,오랜만에,久しぶりに
2000119,9,오랜만,久しぶり、久々
2000120,9,가,～家
2000121,9,가운데,真ん中
2000122,9,각각,別々に、それぞれ
2000123,9,가장,もっとも、一番
2000124,9,가져오다,持ってくる
2000125,9,가져가다,持っていく
2000126,9,가스,ガス
2000127,9,가끔,たまに
2000128,9,갖다,持つ
2000129,9,가능,可能
2000130,9,가능하다,可能だ
2000131,9,간호사,看護師、ナース、看護婦
2000132,9,가볍다,軽い
2000133,9,값이 싸다,値段が安い
2000134,9,값이 비싸다,値段が高い
2000135,9,값을 깎다,値切る
2000136,9,갑자기,急に
2000137,9,카페,カフェ
2000138,9,감사드립니다,ありがとうございます
2000139,9,감동하다,感動する
2000140,9,카메라,カメラ
2000141,9,칼,包丁、ナイフ
2000142,9,갈비,カルビ
2000143,9,갈비탕,カルビタン
2000144,9,강의,講義
2000145,9,강좌,講座
2000146,9,강하다,強い
2000147,9,기,機
2000148,9,키,背、背丈、身長
2000149,9,계산하다,計算する
2000150,9,계산,計算、会計、感情
2000151,9,계속하다,継続する、続ける
2000152,9,계속,ずっと
2000153,9,계속되다,続く
2000154,9,계단,階段
2000155,9,계획,計画
2000156,9,계란,鶏卵
2000157,9,기억,記憶
2000158,9,기업,企業
2000159,9,키가 크다,背が高い
2000160,9,키가 작다,背が小さい
2000161,9,기술,技術
2000162,9,기쁘다,嬉しい
2000163,9,깊다,深い
2000164,9,김,海苔
2000165,9,김밥,韓国風のり巻き
2000166,9,귤,みかん
2000167,9,겨우,やっと、ようやく
2000168,9,겨울방학,冬休み
2000169,9,겪다,経験する、経る
2000170,9,교수,教授
2000171,9,켜다,火、電気製品などをつける
2000172,9,교체,交代
2000173,9,교통사고를 내다,交通事故を起こす
2000174,9,결정,決定
2000175,9,결혼하다,結婚する
2000176,9,길을 걷다,道を歩く
2000177,9,길을 묻다,道を尋ねる
2000178,9,킬로그램,キログラム
2000179,9,킬로미터,キロメートル
2000180,9,과자,菓子
2000181,9,관,棺桶
2000182,9,관광하다,観光する
2000183,9,관심,関心
2000184,9,극장,劇場
2000185,9,국을 먹다,汁を飲む、スープを飲む
2000186,9,그중,その中
2000187,9,그저께,おととい
2000188,9,그쪽,そちら、そっち
2000189,9,그대로,そのまま
2000190,9,그들,彼ら
2000191,9,구두를 신다,靴を履く
2000192,9,구두를 벗다,靴を脱ぐ
2000193,9,그냥,ただ、なんとなく
2000194,9,크리스마스,クリスマス
2000195,9,그림,絵
2000196,9,그림을 그리다,絵を描く
2000197,9,글자,文字
2000198,9,그릇,器
2000199,9,글쎄요,さあ
2000200,9,그룹,グループ
2000201,10,글을 짓다,文章を作る
2000202,10,글을 쓰다,文章を書く
2000203,10,그래,そう
2000204,10,그래서,それで
2000205,10,그램,～グラム
2000206,10,그렇구나,なるほど、そうなんだ
2000207,10,그렇게,そのように
2000208,10,그렇지만,けれども、だが
2000209,10,그렇지요,そうですよ
2000210,10,그러나,しかし
2000211,10,그러니까,だから
2000212,10,그럼요,もちろんです
2000213,10,그런,そのような
2000214,10,큰길,大通り
2000215,10,근처,近所
2000216,10,게임,ゲーム
2000217,10,거의,ほとんど
2000218,10,거울,鏡
2000219,10,걱정,心配
2000220,10,고급,高級
2000221,10,고장이 나다,故障する
2000222,10,고추장,唐辛子味噌
2000223,10,고춧가루,唐辛子粉
2000224,10,걷다,歩く
2000225,10,코트,コート
2000226,10,코피가 나다,鼻血が出る
2000227,10,커피숍,コーヒーショップ、喫茶店
2000228,10,고향,故郷
2000229,10,고마웠습니다,ありがとうございました
2000230,10,검다,黒い
2000231,10,컴퓨터실,コンピューター室
2000232,10,고모부,父の姉妹の夫、おじ
2000233,10,거리,街、通り
2000234,10,콜라,コーラ
2000235,10,걸어오다,歩いてくる
2000236,10,공,ゼロ
2000237,10,공원,公園
2000238,10,건강,健康
2000239,10,건강식,健康食
2000240,10,건강하다,健康だ
2000241,10,콘서트,コンサート
2000242,10,콧노래,鼻歌
2000243,10,콧노래를 부르다,鼻歌を歌う
2000244,10,건배,乾杯
2000245,10,건물,建物
2000246,10,콧물,鼻水
2000247,10,공연,公演
2000248,10,사이,間、仲
2000249,10,사이가 나쁘다,仲が悪い
2000250,10,사이좋다,仲が良い
2000251,10,사이다,サイダー
2000252,10,사우나,サウナ
2000253,10,사계절,四季
2000254,10,사고가 나다,事故が起きる
2000255,10,사고를 내다,事故を起こす
2000256,10,사진을 찍다,写真を撮る
2000257,10,사장,社長
2000258,10,사전,辞典、辞書
2000259,10,사실,事実
2000260,10,사회,社会
2000261,10,사례,事例
2000262,10,살다,生きる、住む、暮らす
2000263,10,상관,関係
2000264,10,시청,市庁、市役所
2000265,10,신호등,信号
2000266,10,시합,試合
2000267,10,싶다,～したい
2000268,10,샤워하다,シャワーする、シャワーを浴びる
2000269,10,쇼핑,買い物、ショッピング
2000270,10,실례하다,失礼だ
2000271,10,신,神様、神
2000272,10,신세 많이 졌습니다,たいへんおせわになりました
2000273,10,신발을 신다,履物をはく
2000274,10,신문사,新聞社
2000275,10,쉬다,休む
2000276,10,쉰,五十、50
2000277,10,스키장,スキー場
2000278,10,수고,苦労
2000279,10,수고 많으셨습니다,お疲れさまでした
2000280,10,수고 많으셨어요,お疲れ様でした
2000281,10,수고하십니다,お疲れ様です
2000282,10,수고하셨습니다,お疲れ様でした
2000283,10,수고하세요,お疲れ様です
2000284,10,수건,タオル
2000285,10,스타,スター
2000286,10,숟가락,スプーン
2000287,10,수영장,プール
2000288,10,슬프다,悲しい、哀しい
2000289,10,스럽다,～らしい、～そうだ
2000290,10,순서,順序、手順
2000291,10,순두부찌개,純豆腐チゲ
2000292,10,색,色
2000293,10,색깔,色
2000294,10,세수,洗面
2000295,10,세탁기,洗濯器
2000296,10,새해,新年
2000297,10,새해 복 많이 받으십시오,あけましておめでとうございます
2000298,10,새해 복 많이 받으세요,新年あけましておめでとうございます
2000299,10,생,～生
2000300,10,생각이 나다,思いつく、考えがうかぶ
2000301,11,생기다,生じる、できる
2000302,11,센티미터,センチメートル
2000303,11,생활,生活
2000304,11,석,三、三つの
2000305,11,소개,紹介
2000306,11,소설,小説
2000307,11,소설가,小説家
2000308,11,서쪽,西
2000309,11,손을 씻다,手を洗う
2000310,11,섬,島
2000311,11,설명,説明
2000312,11,서른,三十、30
2000313,11,서로,お互いに
2000314,11,송이,～輪、～房
2000315,11,손가락,指
2000316,11,선수,選手
2000317,11,손수건,ハンカチ
2000318,11,성함,お名前
2000319,11,선물하다,プレゼントする
2000320,11,타월,タオル
2000321,11,다음날,翌日
2000322,11,다음해,翌年
2000323,11,닦다,拭く、磨く、拭う
2000324,11,다치다,怪我をする
2000325,11,다녀오겠습니다,行ってきます、いってきます
2000326,11,다녀오겠어요,行ってきます、行ってまります
2000327,11,다녀오십시오,行ってらっしゃいませ
2000328,11,다녀오세요,行ってらっしゃい、いってらっしゃい
2000329,11,다녀오다,行ってくる
2000330,11,답,答え、返事
2000331,11,담배,タバコ
2000332,11,담배를 끊다,タバコをやめる
2000333,11,담배를 피우다,タバコを吸う
2000334,11,다리를 건너다,橋を渡る
2000335,11,달걀,卵
2000336,11,다르다,違う、異なる
2000337,11,달다,甘い
2000338,11,달라지다,変わる
2000339,11,달리다,走る
2000340,11,달력,カレンダー
2000341,11,다른,別の～、異なる～
2000342,11,제가,私が
2000343,11,책방,本屋
2000344,11,재미있다,面白い
2000345,11,재미없다,つまらない
2000346,11,제목,題名・タイトル
2000347,11,챙기다,取りまとめる、用意する
2000348,11,지각,遅刻
2000349,11,지갑,財布
2000350,11,지키다,守る
2000351,11,직업,職業
2000352,11,지식,知識
2000353,11,지다,負ける
2000354,11,치다,弾く、打つ、叩く
2000355,11,짓다,建てる、調合する
2000356,11,지도,地図
2000357,11,지난해,去年
2000358,11,지난번,前回
2000359,11,지내다,過ごす、務める
2000360,11,지방,地方
2000361,11,집을 짓다,家を建てる
2000362,11,짐을 싸다,荷物をつつむ
2000363,11,자,さあ
2000364,11,차이,差
2000365,11,차가 밀리다,車が渋滞する
2000366,11,찾아오다,訪ねてくる
2000367,11,찾아가다,訪ねていく
2000368,11,자주,しょっちゅう、しばしば
2000369,11,자전거,自転車
2000370,11,자꾸,しきりに
2000371,11,자동차회사,自動車会社
2000372,11,잡수시다,召し上がる
2000373,11,잡다,つかむ
2000374,11,잡지,雑誌
2000375,11,차마를 입다,スカートを履く
2000376,11,잠,眠り
2000377,11,참,本当、本当に
2000378,11,잠깐,少々
2000379,11,잠시,しばらく
2000380,11,잠시만요,お待ちください
2000381,11,잠시만 기다려 주십시오,少々お待ちください
2000382,11,잠을 자다,寝る
2000383,11,자라다,成長する
2000384,11,자리를 잡다,席をとる、定着する
2000385,11,잘 듣다,よく聞く
2000386,11,잘 먹겠습니다,いただきます
2000387,11,잘 먹겠어요,いただきます
2000388,11,잘 먹었습니다,ごちそうさまでした
2000389,11,잘못,間違い、間違って
2000390,11,잘못하다,間違う
2000391,11,차를 마시다,お茶を飲む
2000392,11,잔,～杯
2000393,11,장갑을 끼다,手袋をはめる
2000394,11,찬물,おひや
2000395,11,창문,窓
2000396,11,주의,注意
2000397,11,축하드립니다,おめでとうございます
2000398,11,축하드려요,おめでとうございます
2000399,11,축하하다,祝う
2000400,11,죽다,死ぬ
2000401,12,주소,住所
2000402,12,주부,主婦
2000403,12,주무시다,お休みになる
2000404,12,춤추다,踊る
2000405,12,주문하다,注文する
2000406,12,춤을 추다,踊る、舞う
2000407,12,출구,出口
2000408,12,출신,出身
2000409,12,출발하다,出発する
2000410,12,출발,出発
2000411,12,중,中
2000412,12,중급,中級
2000413,12,중학교,中学校
2000414,12,중학생,中学生
2000415,12,준비,用意、準備
2000416,12,중요,重要
2000417,12,초,秒
2000418,12,적,的
2000419,12,초급,初級
2000420,12,조금,ちょっと、少し
2000421,12,저고리,チョゴリ
2000422,12,젓가락,箸
2000423,12,저쪽,あちら、あっち
2000424,12,초등학교,小学校
2000425,12,전혀,まったく、全然
2000426,12,전화가 오다,電話がくる
2000427,12,전화번호,電話番号
2000428,12,전화를 걸다,電話をかける
2000429,12,전화를 하다,電話をする
2000430,12,접시,～皿
2000431,12,좁다,狭い
2000432,12,점,点
2000433,12,점시,皿
2000434,12,점심시간,昼休み、昼食時間
2000435,12,젊다,若い
2000436,12,좀더,もう少し、もうちょっと
2000437,12,절대,絶対
2000438,12,저렇게,あのように
2000439,12,졸업하다,卒業する
2000440,12,졸업,卒業
2000441,12,처럼,～みたいに、～のように
2000442,12,저런,あのような
2000443,12,전,前
